ID,Job Title,Salary,Experience,Company,Details,Address,Employees,Date,Link
Job ID: 433398,Urgent! Accounting Staff,N/A,1 Year or Less,"High End Fashion Jewelry Production Philippines, Inc.","Female
A Bachelor of Science in Accounting or Management Accounting graduate
With at least 1 (one) to 3 (three) years experience in Accounting handling SSS, PhilHealth, BIR, Pag-IBIG, inventory management,
Strong interpersonal and communication skills
Analytical and Flexible
Organized
Works well with minimal supervision
Mature
Results-oriented and can handle work pressure well
Open minded
Computer literate","Lot 12, Block 3, Crescent Road, CLIP SEZ, Basak, Lapu-Lapu City, Cebu",501-1000 employees,"Posted On: July 26, 2023",https://www.mynimo.com/jobs/view/433398/cebu/urgent-accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 429731,Treasury Assistant,N/A,2 to 4 Years,"HT Land, Inc.","Check Processing: Receive and Process incoming checks, Ensuring they are properly endorsed, dated, and recorded in SAP and DIAS.
Verification and Authentication: Verify the authentication: Verify the authenticity of checks and the accuracy of information upon the issuance.
Check warehousing: Prepare bank forms for warehousing by accurately sorting and bundling checks received.
Payment Posting: Enter relevant check details into SAP , DIAS , or manual excel spreadsheets, including the check number, amount, Date buyer's information and purpose of payment. Maintain organized records for future reference and auditing purposes.
PDC Reconciliation: Reconcile the checks received with the corresponding due dates or buyer's SOA, ensuring accuracy and identifying any discrepancies.
Communication and Correspondence: Maintain regular communication with buyers and the customer care team regarding check payments, such as returned checks, and address any inquiries, discrepancies.
Communication and Correspondence: Maintain regular communication with buyers and the customer care team regarding check payments,such as returned checks and address any inquires, discrepancies, or payment - related issues in a timely and professional manner.
Reporting : Provide relevant reports to billing,accounting, and customer care, and also assist with generating reports to PDC qualifications,reconciliations,and audit requests related to check payment transactions.
Minimum of 2 years of finance, Treasury, or banking experience.
A graduate of Business Related Course.
With knowledge of SAP or other accounting systems.
With Proficiency in Excel and other Microsoft applications.
Able to handle pressure with grace.
With effective verbal and written communication
With analytical skills and strong attention to details.
Willing to learn and eager to excel.","F.E Zuellig St., Centro Pob., Mandaue City, Cebu",51-200 employees,"Posted On: July 26, 2023",https://www.mynimo.com/jobs/view/429731/cebu/treasury-assistant?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433125,Finance and Admin Staff,N/A,2 to 4 Years,"KYOCERA Document Solutions Development Philippines, Inc.","General Accounting; Admin Support
Accounts Payable Management
Subsidiary Ledger Management
Intercompany transactions as assigned
Manual Journal Entries to relative accounts, as assigned
Asset Management and Audit, as assigned
Audit support internal and external, as assigned
Filing Management of accountable forms
General Affairs transactions, as assigned
Compliance in all accounting policies and discipline
Compliance in all company policies and philosophies
Compliance in all sections responsibilities
Compliance in all internal and external audits
Participates in company-wide initiated activities and programs
University Graduate of Bachelor degree, major in (Accounting, Management Accounting, or any related courses)
At least 3-5 years’ work experience equivalent in a multinational company
Preferably a CPA but not a limitation
Proficient in MS Applications and Design Applications
Advance excel skills (e.g. ability to work with lookups, pivot tables etc.)
Knowledgeable in SAP and Internet banking
Analytical and self-motivated to learn new concepts and participate
High integrity and good moral character
Demonstrates cooperative behavior with colleagues and superiors
Excellent English written and verbal communication skills
Detail oriented and capable of multi-tasking
Works well under pressure and has ability to meet deadlines
Internal contact at all levels
External contact with counterparts in affiliated companies
External contact with government agencies, banks, business partners
Special projects as assigned
Business Trips may be required to attend business meetings & & related activities","17th Floor Skyrise 4 Bldg., Cebu IT Park, Apas, Cebu City, Cebu",201-500 employees,"Posted On: July 26, 2023",https://www.mynimo.com/jobs/view/433125/cebu/finance-and-admin-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432560,Accounting Manager,N/A,Managerial / Supervisory,"Greentree Food Solutions, Inc.","Monthly, quarterly, and year-end process
AR/AP
General ledger
Bank reconciliations
Fixed assets
Confirms financial status by monitoring financial reports and statements
Prepares the monthly, quarterly, and year-end government and internal reports
Maintaining accurate and complete financial records and participating in audits or reconciliations, as needed.
Developing, evaluating, and improving department controls, systems, and procedures to improve efficiency and maintain accuracy.
Other tasks that may be assigned by the Department Director
A graduate of Bachelor's Degree in Accountancy
Must be a CPA
Proven professional history as a Finance manager or Accounting manager.
Knowledge of databases, MS Office, and accounting software.
Knowledge of accounting and bookkeeping principles, methods, standards, laws, and regulations.
High accuracy and attention to detail.","Banilad, Mandaue City, Cebu",51-200 employees,"Posted On: July 26, 2023",https://www.mynimo.com/jobs/view/432560/cebu/accounting-manager?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431768,Accounting Staff,N/A,No Experience,FBC Restaurants Corp,"Female
Graduate of BS Accountancy / Management Accounting / Accounting Technology
With good scholastic records and of good moral character
Proficient in MS Office applications (particularly MS Excel)","Unit 607 Ayala Life FGU Center, Cebu Business Park, Luz, Cebu City, Cebu",11-50 employees,"Posted On: July 26, 2023",https://www.mynimo.com/jobs/view/431768/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433382,Accounting Admin,N/A,No Experience,Gateway Motors (Cebu) Inc.,"With excellent communication skills.
Computer Savvy
Must be keen to details.
Well organized
Fresh graduates are welcome to apply.
Candidate must possess at least Bachelor's/College degree in any field.
Experience in Automotive industry is an advantage
Willing to be assigned in All Gateway Branches from Talisay, Gorordo, VRama, and Mandaue Branch
Knows how to deal with highly sensitive and confidential information.
Can start immediately.","Kia Mandaue - located at A.C. Cortes Ave., Ibabao-Estancia, Mandaue City, Cebu",11-50 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/433382/cebu/accounting-admin?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432965,Accounting Staff,N/A,No Experience,JOVIMA Management and Development Corp.,"Graduate of BS Accountancy or Finance related course
Knowledgeable in MS Office / Accounting Software
Can handle assign related works-receivable/payable accounts.","12/F JYSquare IT Bldg.3, #1 Salinas Drive, Lahug, Cebu City, Cebu",51-200 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/432965/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432884,Urgent: Accounting Assistant,"PHP 11,000 - 14,000 per month",No Experience,Sterling Land Residences & Dev't Inc.,"Organize the bookkeeping processes of the company.
Evaluate financial budgets and track expenses.
Draft and report financial presentations.
Reconcile financial books including incoming and outgoing funds.
Fresh Graduates only
Bachelor's Degree in Accounting.
Team player
Must have good English communication skills, both written and oral.
Must be professional and can work under pressure.
Preferably someone who can start as soon as possible.
Willingness to learn and to be trained
Aim for long term goals
15 Vacation Leaves (VL) and 15 Sick Leave (SL)
Government-mandated Benefits (SSS, PHIC, PAG-IBIG)
Health Insurance
Accident Insurance
Monthly Meal Allowance
Free Uniforms
13th, 14th and 15th Month Pay
Christmas Break
Fixed day-off on Saturdays and Sundays
Company outing every month of April
opportunity to travel abroad, and more!","1003-1004 Insular Life Cebu Business Centre Mindanao Ave., Cor. Biliran Rd., Cebu Business Park, Luz, Cebu City, Cebu",51-200 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/432884/cebu/urgent--accounting-assistant?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433375,Inventory Analyst,N/A,1 Year or Less,General Milling Corporation,"Must be a graduate of any Bachelor's Degree preferably in Accounting and/or Management Accounting
With at least 1 year experience in Inventory Management
With strong computer skills
Excellent in math and accounting skills
Knowledgeable in SAP Accounting System
Collects all logbooks, log sheets, and other daily transaction documents and encodes them for analysis, accounting, and evaluation
Takes daily inventories of the grains through Silo soundings
Performs inventory analysis and management of the bulk grains in all storage facilities to maintain sufficiency of grain stocks.
Ensures all SAP (System Application Products) reports and requirements are accomplished on time, as required by superior.","Pajo, Lapu-Lapu City, Cebu",1001-5000 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/433375/cebu/inventory-analyst?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433179,Finance Manager,"PHP 40,000 - 60,000 per month",Managerial / Supervisory,"Cebu Pacific Catering Services, Inc.","Candidate must possess at least Bachelor's/College Degree in Finance/Accountancy/Banking or equivalent;
At least 5- 7 year(s) of working experience in general accounting and audit in a hospitality industry
Certified Public Accountant (CPA) is required
Lead financial meetings
Complete financial accounting and forecasting
Deliver reports and metrics to leadership
Competent on tax laws and BIR requirements
Overall competency in all aspects of finance","1st Avenue Extension, Block B-6, MEZ1, Ibo, Lapu-Lapu City, Cebu",N/A,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/433179/cebu/finance-manager?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431108,Fuel Order and Billing Officer,N/A,2 to 4 Years,Top Line Business Development Corporation,"A degree in business administration, accounting, or a related field is a plus.
At least 2-4 years’ experience in fuel order management, billing, or a similar role.
Understanding of different types of fuels, including gasoline, diesel, jet fuel, or alternative fuels.
Familiarity with fuel pricing, supply chain, and logistics.
Ability to manage fuel orders efficiently and accurately.
Experience in coordinating with fuel suppliers, scheduling deliveries, and ensuring timely fulfillment.
Strong attention to detail to verify quantities, pricing, and customer information in orders.
Familiarity with billing software or accounting systems for accurate and efficient billing operations.
Willingness to collaborate with other teams, such as sales, operations, or finance, to ensure seamless order management and billing processes.","19th floor, Latitude Corporate Center, Mindanao Ave, Cebu Business Park, Luz, Cebu City, Cebu",11-50 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/431108/cebu/fuel-order-and-billing-officer?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 402680,Accounting Head,N/A,Managerial / Supervisory,Top Line Business Development Corporation,"Bachelor’s degree in Accounting, Finance, or related field.
At least 5 years’ experience in financial reporting, treasury management.
Excellent leadership and communication skills.
Strong understanding of accounting, finance, and management principles.
Familiarity with SAP accounting systems
Excellent business judgment, analytical, and decision-making skills
Strong work ethics and integrity
Team Player and flexible, result-oriented.
Attention to detail and the ability to analyze large & complex data.","19th floor, Latitude Corporate Center, Mindanao Ave, Cebu Business Park, Luz, Cebu City, Cebu",11-50 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/402680/cebu/accounting-head?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 428567,Accountant | With Sign-on Bonus,"PHP 30,000 - 40,000 per month",1 Year or Less,Sound Connection Philippines Inc.,"Light bookkeeping
Payroll
Wholesale invoicing
Light customer service to organize the invoices
Coordinate POs for inventory purchases with opportunities to move up to greater value/greater opportunities in the future
Must have experience with Gusto payroll for W-2 and Contractor employees.
Must have experience with Wise.com for sending batch payments.
Must have extensive experience with Xero and invoicing within xero.
Must have a good working understanding of COGS in an ecommerce environment.
Must be an expert at excel.
Ideally have experience with inventory management systems (even spreadsheets related to inventory)
Good verbal and written English Communication Skills
Can work with less supervision
Fast learner & highly trainable with good analytical skills
Good problem solver & with a Positive attitude
Detail and customer-oriented with good multitasking and organizational ability
Flexible with the tasks that will be assigned especially on the client's need
Must be willing to work onsite, graveyard shift, and holidays
Can start immediately
If you are good with personal communications, you could turn into the wholesale manager.
If you are good with inventory concepts, you could help be the direct assistant to the inventory manager.
If you are good with organization, you could help coordinate priorities with the warehouse.
If you're good with technology, you might have opportunities with automation/zapier.
Competitive salary may be determined and is negotiable based on your qualifications
Equipped with the latest technologies
Monthly Incentive Rewards on successful orders and Attendance Productivity
Offers Full-time employment and Career Growth
Easily accessible from almost any part of the Metro Cebu area.
Only a Day Application Process
Service Incentive Leaves Upon Regularization
Attendance Productivity Incentives
Additional Hazard Pay within Qualifying Hours
Stable Job with Salary Appraisals
Holiday and Night Differential Premium Pay Rates
Job Promotion is highly possible... if YOU have the drive.
HMO Coverage
Work-Life Balance
Free Pre-hiring Medical Laboratories
Free Coffee","7F MDCT Building, Leyte Loop Cebu Business Park, Hipodromo, Cebu City, Cebu",51-200 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/428567/cebu/accountant--with-sign-on-bonus?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431289,Accounting Staff,"PHP 12,000 - 18,000 per month",2 to 4 Years,"Agusan Plantations, Inc.","Up to date encoding/recording of accounting transactions.
Accurate and timely submission of accounting reports.
Analysis of identified variances as per report and proposed recommendations to improve controls.
Effective disbursements of petty cash and other various operating funds.
Educational Attainment: Must be graduate of BS- Accounting/ Management Acctg. or any business-related course.
Work Experience: At least 3 years’ experience in related work.
IQ Requirement: Above Average
Communication: Excellent in written and verbal communication skills
Computer Application Skills: Proficiency with Microsoft Office products, including Word, PowerPoint, Excel, and related accounting applications.
Keen attention to detail
Good moral character
Time Management skills","4F Northside Business Hub, G. Lopez Jaena corner AP Cortes Sts., Tipolo, Mandaue City, Cebu",51-200 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/431289/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431290,Senior Accountant,"PHP 30,000 - 40,000 per month",Managerial / Supervisory,"Agusan Plantations, Inc.","Monitor up to date encoding/recording of receiving reports, stocks, issuances, cash disbursements, accounts receivables, and other non-cash transactions.
Accurate and timely submission of daily, weekly, monthly, quarterly, and yearly accounting reports.
Analysis of identified variances as per report.
In-charge of internal and external auditing.
Educational Attainment: Must be graduate of BS- Accounting/ Preferably a CPA
Work Experience: At least 5 years with supervisory experience in related work is an advantage.
IQ Requirement: Above Average
Communication: Strong analytical, written and verbal communication, interpersonal and relationship-building skills.
Computer Application Skills: Proficiency with Microsoft Office products, including Word, PowerPoint, Excel, and knowledgeable in accounting software such as SAP, ERP and others.
Keen attention to detail
Good moral character
Time Management skills
Ability to adapt to change and can multi-task","4F Northside Business Hub, G. Lopez Jaena corner AP Cortes Sts., Tipolo, Mandaue City, Cebu",51-200 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/431290/cebu/senior-accountant?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431972,Audit Staff,"PHP 15,000 - 18,000 per month",2 to 4 Years,Hesreal Development Corporation,"Male/Female
Graduate of Accountancy, Management Accounting, Accounting Technology or Financial Management
Must be familiar with the different facets of accounting
With a keen eye for details
Computer literate
With minimum 3-year experience
PHP 15,000-18,000","Inside A- Plus Compound, Across USC Girls High 304 V. Rama Ave., Calamba, Cebu City, Cebu",201-500 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/431972/cebu/audit-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433101,Senior Accountant,"PHP 25,000 - 40,000 per month",5+ Years,Hesreal Development Corporation,"Male / Female
Preferably an Accountancy Graduate with 6 years of experience in Bookkeeping and Audit work.
Can produce financial statements
Has keen eye for details
Can handle and review the work of Junior Accountants
Workaholic and can work long hours
Don’t Drink & Smoke
PHP 25,000-40,000","Inside A- Plus Compound, Across USC Girls High 304 V. Rama Ave., Calamba, Cebu City, Cebu",201-500 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/433101/cebu/senior-accountant?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433307,Accounting Assistant,N/A,1 Year or Less,Delsan Office Systems Corporation,"Graduate of Bachelor's Degree in Accountancy or any related field
At least 6 months to 1 year working experience in related field
Computer literate;
Highly organized and with proven ability to work in fast-paced environment;
Willing to work on extended hours
Fresh Graduates are welcome to apply
Monitors accounts receivable aging
Follow up ARs for collection
Schedules collection based on the time and day specified by customers
Collects and monitors BIR 2307 for creditable withholding taxes withheld by customers
Prepares schedule for check deposits
Reconciles ARs with customers, sets appointment for meeting when necessary
Maintains and organizes all AR related files such as collection receipts, deposit slips, etc.
Submits collection report weekly to Accounting supervisor for bookkeeping
Performs other tasks that may be assigned by your superior from time to time","Warehouse 9, The Green Strip, S.E. Jayme St., Pakna-an, Mandaue City, Cebu",201-500 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/433307/cebu/accounting-assistant?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433301,Accounting Manager,N/A,Managerial / Supervisory,"EVBAHARE, Inc. (Save and Smile Dental Centre)","Bachelor’s degree in Accountancy or Management Accounting
At least 2 years’ experience in Managerial Accounting and preparation of Financial Reports.
Excellent leadership and communication skills.
Strong understanding of accounting, finance, and management principles.
Proficiency with computers, especially MS Office.
High level of efficiency and accuracy.
Willingness to comply with all national, local and company regulations.
Attention to detail and the ability to analyze large amounts of data.
Hiring, training, and motivating accounting staff members while supervising and delegating department tasks.
Evaluating, developing, and improving department controls, systems, and procedures that increase accuracy and efficiency.
Overseeing the daily activities of the accounting and finance department and ensuring that all major month-end and year-end reports are completed accurately and on time.
Ensuring that all accounting processes align with GAAP and company regulations.
Analyzing financial data and creating reports for management, stakeholders, and external parties, such as vendors or lenders.
Maintaining accurate and complete financial records and participating in audits or reconciliations, as needed.
Assisting other departments as they develop strategies, establish objectives, and make decisions that could have a financial impact on the business.
Keeping informed about the latest developments in the finance industry.","G/F 1830 South I.T Bldg., Arcenas Estate, Banawa, Guadalupe, Cebu City, Cebu",2-10 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/433301/cebu/accounting-manager?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433312,Audit Associate,N/A,5+ Years,6R Group of Companies & Affiliates,"Prepares and maintains audit budgets
Plans and directs company financial audits
Builds internal auditing systems and ensures their correct application
Ensures the organization is compliant with current legislation and best practices
Verifies company financial information
Supports the accounting and auditing teams in their daily functions
Prepares audit reports and statements for review
Knowledgeably answers client audit queries in good time
Bachelor’s degree in Accountancy
CPA
Advanced knowledge of Accounting and Auditing procedures
Excellent verbal and written communication skills
Ability to handle confidential and sensitive information
Familiarity with Accounting and Office software","RDAK Bldg., A.S. Fortuna St., Banilad, Mandaue City, Cebu",201-500 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/433312/cebu/audit-associate?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433298,Accounting Supervisor,N/A,Managerial / Supervisory,JMU Marketing Packaging Company,"Payables
Expenses
Profit and Loss Preparation
BIR reports
A graduate of B.S Accountancy or Management Accounting
Preferably with at least 2 Year Experience in a supervisory role
With analytical skills and is a team player; with technical competence;
Proficiency with computers and bookkeeping software
With leadership skills","Door 236-D Yongco Warehouse, Tipolo, Mandaue City, Cebu",201-500 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/433298/cebu/accounting-supervisor?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433290,Accounting Clerk,N/A,2 to 4 Years,"Dynamic Power Marine & Industrial Hardware, Inc.","Ensure accurate and timely processing of accounts payable and accounts receivable transactions.
Reconcile bank statements, credit card statements, and vendor statements.
Monitor customer account balances and follow up on any outstanding payments.
Prepare and process invoices, purchase orders, and expense reports.
Maintain accurate and up-to-date records of accounts payable and accounts receivable transactions, as well as other accounting records and reports.
Assist with month-end and year-end financial reporting and analysis functions.
Research and resolve discrepancies or issues related to transactions or documentation.
Bachelor’s Degree holder in Business Administration, Accountancy, and other Business Management related course.
At least 3 years of experience in the same capacity
Comprehensive knowledge of accounting procedures and principles.
Ethical behavior when dealing with sensitive financial information.
High level of accuracy and efficiency.
Exceptional verbal and written communication skills.
Courteous, professional manner, strong customer service skills.
Computer literacy and strong typing skills, experience with accounting software may be required.
Attention to detail.
Willingness to comply with all company, local, state, and federal financial regulations.","E.O. Perez St., Subangdaku, Mandaue City, Cebu",1001-5000 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/433290/cebu/accounting-clerk?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 430210,Admin Staff,N/A,2 to 4 Years,"Dynacast Shipbuilding & Repairs, Inc.","Perform basic bookkeeping activities.
Plan meetings and conference calls and arrange and manage meetings.
Take and distribute meeting minutes.
Maintain electronic and physical files.
Maintain weekly schedules of employees.
Organize and provide documents, reports and information.
Coordinate workspace, computer, and supplies for new employees with IT department.
Maintain and reorder office supplies.
Sort and distribute mail.
Resolve administrative problems by coordinating preparation of reports, analyzing data, and finding solutions.
Respond to emails on behalf of the Vice-President.
Act as a liaison with other departments and outside agencies, including other staff such as CEO and President, when directed.
Work independently and within a team on special projects, which could include presentations, mailings, or proofreading.
Minimum of associate's degree in business administration.
Knowledge of accounting and bookkeeping principles.
Strong English-language skills, including writing, grammar and spelling.
Experience with accounting software.
Personal effectiveness and credibility.
Data entry with strict attention to detail.
Keen attention to detail and ability to keep records and files organized.
Competent collaborator and skilled cross-functional communicator.
Strong time manager with respect for deadlines.
Ability to identify errors and solve problems.
Decisive and critical thinker.","Rizal St., Suba, Danao City, Cebu",1001-5000 employees,"Posted On: July 25, 2023",https://www.mynimo.com/jobs/view/430210/cebu/admin-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431955,Sr Business Associate Payroll,N/A,2 to 4 Years,Tech Mahindra,"Prepare Attendance and OT Tracker for validation.
Oversee the timekeeping and payroll function;
Other duties as may be assigned from time to time.
Accurate and timely Attendance and OT reports.
Thorough knowledge in timekeeping, payroll, system administration; Advanced Excel skills; Analytical
At least 3 years experience with manual payroll processing
At least 1 year experience in a supervisory role
Working knowledge in manual processing of payroll
Actual experience in handling timekeeping software or HRIS
Graduate of BS Accountancy or any related course
Must be willing to work on graveyard shift or on a shifting schedule","6th Floor Ebloc 3 IT Park, Lahug, Cebu City, Cebu",501-1000 employees,"Posted On: July 24, 2023",https://www.mynimo.com/jobs/view/431955/cebu/sr-business-associate-payroll?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431394,Urgent Hiring: Administrative Assistant,N/A,1 Year or Less,Global Speech Academic Center Inc.,"This position is responsible for assisting the Office Manager in managing the activities of the executive office.
Make reservations like (rooms, restaurant, meeting & company events) ∙ Assist with bookkeeping/accounting functions as appropriate
Write a business letter, managing staff appointments, reception duties such as greeting and looking after visitors
Undertake other duties such as go to bank for payments, submit government reports.
Must be a Bachelor’s/College Degree, Business, Studies/Administration/Management/Finance/Accountancy/Banking/Human Resource Management or equivalent.
Have Payroll/Bookkeeping experience
Knowledgeable of Business Permit processing, SSS, PHIC, and HDMF.
Full-Time employee","7TH Flr., Crown 7 Bldg., Pope John Paul II Ave., Kasambagan, Cebu City, Cebu",11-50 employees,"Posted On: July 24, 2023",https://www.mynimo.com/jobs/view/431394/cebu/urgent-hiring--administrative-assistant?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431515,Treasury Associate,N/A,1 Year or Less,LTHFood Industries Inc.,"Preferably with at least 1 year working experienced in Treasury Operations, more particularly in banking system.
Candidate must possess Bachelor's/College Degree in Finance/Accountancy/Banking or equivalent.
Proficient in MS Office Applications, esp. Excel, and computer data entry skills.
Strong communication and customer service skills via email and phone, to a varying customer base
Systematic and detailed oriented
Excellent oral & written communication
Assisting Bank Specialist on application of accreditation with bank.
Preparing and communicating daily banking activity reports.
Supports GL Analyst with preparation of bank reconciliations
Assisting Bank Specialist in preparing daily funding spreadsheet.
Assisting Bank Specialist in maintaining accurate schedules of all borrowing, investing and inter-co loan activity.
Assisting Bank Specialist in executing wire transfer to meet funding requirements necessary to daily cash position.
Assisting Bank Specialist in ensuring timely and accurate settlement of security transactions.
Assisting Bank Specialist in maintaining and preparing loan status monitoring status.
Ensure compliance with policies, procedures and sound internal controls for safe guarding of assets.
Transacting all banking transactions in SAP System
Provide clerical and administrative support to management as requested.
Contributes to team effort by accomplishing related results as needed","Tabok, Mandaue City, Cebu",201-500 employees,"Posted On: July 24, 2023",https://www.mynimo.com/jobs/view/431515/cebu/treasury-associate?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431311,AR Staff,N/A,2 to 4 Years,LTHFood Industries Inc.,"Candidate must posses Bachelor's/College Degree in Accounting or Business Administration or equivalent.
With at least 2 years experience, as well as a knowledge in;
Credits and Collection
Basic Accounting and Taxation in relation to Sales
Strong communication and customer service skills via emails and phone, to a varying base.
Excellent oral and written communication.
Attention to details
Proficient with MS Operationg System (Outlook, Word, & Excel, Powerpoint)
Ability to work independently in a fast-paced environment.
Ability to read, sort, check, count, and verify numbers.
Create a credit risk management environment of an acceptable quality; Assist in developing sound, acceptable credit policies
Ensure credit and collection policies and procedures are maintained
Reviews and analyzes accounts receivable aging, customer statement of accounts and daily collection report
Follow up and monitor aging of accounts receivable to ensure on timely collection and on time payment of customer account
Works closely with sales operation to ensure credit and collection guidelines are adhered to and resolve quickly collection issues
Monitor and follow up collection of past due customer invoices and weekly reporting of collection status to Accounting Head
Recommends and/or develops ways to increase collections especially for past due accounts.
Manage collection activities such as sending collection letters, negotiating with past due accounts and referring accounts to Company lawyers for appropriate legal action
Post credit/debit memo and remittances to corresponding customer accounts to ensure accurate account receivable balances.
Prepare AR invoice based on Delivery Receipts and reconcile price in Sales Order and quantity in Pick List
Review credit investigation report for customers applying in credit line and recommend to Accounting head for approval
Provide AR invoice copies to Sales Agents for Sales Commission computation purposes
Approve daily Sales Orders based on the status of the customers such as outstanding balances and history of payment default
Reconcile transactions and balances to maintain accurate accounts Check for credit viability on requests for extended terms, and evaluate various adjustments or exception documents
Maintain bad debts and bad debt recovery records
Interpret customer financial information to determine credit worthiness, payment terms and credit limit
Generate reports detailing paid and unpaid invoices and other accounts receivable activity. Reports typically list active accounts, the status of accounts and collection costs
Complete year-end accounts receivable, allowance and bad debt write-off analysis and reports
Provide clerical and administrative support to management as requested
Contributes to team effort by accomplishing related results as needed.","Tabok, Mandaue City, Cebu",201-500 employees,"Posted On: July 24, 2023",https://www.mynimo.com/jobs/view/431311/cebu/ar-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433215,Accounting Officer,N/A,Managerial / Supervisory,D'New Hard Builders Development Corp.,"Graduate of any business course preferably with Post graduate degree in Accountancy. Advance degree in Accounting, Business, Economics, or Finance
A minimum of 4 years’ experience as an Accounting Supervisor or any supervisory position under the finance and accounting department
Ability to perform Full-cycle Accounting including but not limited to: Accounting Books, Reporting, Tax Compliance, Inventory Accounting and Accounts payable
Knowledgeable with taxation
Familiar in Business Central -D365 application is an advantage
Ability to handle confidential information in a discreet, professional manner
Government-mandated benefits
13th month
Performance bonuses
HMO package
Local and International sponsored travels
And many more","Molave, Tayud, Liloan, Cebu",51-200 employees,"Posted On: July 24, 2023",https://www.mynimo.com/jobs/view/433215/cebu/accounting-officer?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
